SBS_Code,SBS_Code_Hyphenated,Short_Description,Long_Description,Chapter,Chapter_Name,Block,Block_Name,Definition,Includes,Excludes ,Guidelines,
960670000,96067-00-00,Nutritional/dietary counselling/eductn,Nutritional/dietary counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Preventative Counselling or Education (96066-00-00 [1867])",,
960680000,96068-00-00,Counsel/eductn  hear loss/aural disorder,Counselling or education for hearing loss or aural disorder,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,"Provision of Educational Material
Advice Relating to Management of Tinnitus","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Preventative Counselling or Education (96066-00-00 [1867])
That for Hearing Device/Auditory Aid (96071-00-00 [1867])",,
960690000,96069-00-00,Counsel/eductn  visual loss/ocular disrd,Counselling or education for visual loss or ocular disorder,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
That for Visual Aid or Prosthesis (96071-00-00 [1867])",,
960700000,96070-00-00,Counsel/eductn voice/speech/fluency/lang,"Counselling or education for voice, speech, fluency or language",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960710000,96071-00-00,Counsel/eductn regard asst/adapt dev,"Counselling or education regarding assistive or adaptive device, aid or equipment",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
That with Application, Fitting, Adjustment or Replacement of Other Assistive or Adaptive Device, Aid or Equipment (96092-00-00 [1870])",,
960720000,96072-00-00,Pscbd/self-sel medicatn counsel/eductn,Prescribed/self-selected medication counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,"Medication Counselling or Education Involves Advice On Action/Effect (Adverse or Otherwise) of Medications, On the Management of Medication Regimes, and On Discharge Medications. It also Involves Advice On Prevention of Adverse Drug Reactions and the Provision of Educational Material About Medications. This Advice May Be Given to Clients or Other Service Providers.",Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Counselling or Education on Medication Delivery Systems (96071-00-00 [1867])
Substance Addiction Counselling or Education (96073-00-00 [1867])",,
960740000,96074-00-00,Gambling/betting addictn counsel/eductn,Gambling or betting addiction counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Preventative Counselling or Education (96066-00-00 [1867])",,
960750000,96075-00-00,Self care/maintenance counsel/eductn,Self care/self maintenance counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,"Provision of Educational Material
Advice on Self Care/Self Maintenance Activities Such As:
• Bathing/Showering
• Brushing Teeth
• Dressing [Clothing]
• Eating
• Feeding
• Functional Communication
• Grooming
• toileting","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Nutritional/Dietary Counselling, Education (96067-00-00 [1867])",,
960760000,96076-00-00,Counsel/eductn hlth maintenance/recovery,Counselling or education on health maintenance or recovery activities,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,"Provision of Educational Material
Advice on Health Maintenance Activities Such As:
• Diagnostic Testing/Monitoring (for Conditions Such As Amputation Stumps, Asthma, Diabetes)
• Foot/Leg Care (Including Advice on Bunions, Ulcers or Wound Care, Basic Foot Hygiene)
• Management of Disease or Condition (Eg Post Acquired Brain Disorder)
• Oral Hygiene
• Self Examination (Breasts) (Genitalia)
• Stoma Care
Counselling or Education for Recovery From Illness Nos","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Counselling, Education for:
• Assistive or Adaptive Device, Aid or Equipment (96071-00-00 [1867])
• Gambling/Betting Addiction (96074-00-00 [1867])
• Grief/Bereavement (96085-00-00 [1868])
• Hearing Loss or Aural Disorder (96068-00-00 [1867])
• Medication Management (96072-00-00 [1867])
• Substance Addiction (96073-00-00 [1867])
• Visual Loss or Ocular Disorder (96069-00-00 [1867])
• Voice, Speech, Fluency or Language (96070-00-00 [1867])
Nutritional/Dietary Counselling, Education (96067-00-00 [1867])
Preventative Counselling, Education (96066-00-00 [1867])",,
960770000,96077-00-00,Home management counselling or education,Home management counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,"Provision of Educational Material
Advice on:
• Cleaning
• Energy Conservation
• Gardening
• Housekeeping/Maintenance
• Laundering
• Meal Preparation
• Safety Procedures Around the Home
• Shopping","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960780000,96078-00-00,Financial management counselling/eductn,Financial management counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,Counselling or Education for the Provision of Information and/or to Develop Strategies for Management of Finances and Income Support,"Provision of Educational Material
Advice on:
• Dealing with Creditors
• Welfare Support","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960790000,96079-00-00,Situational/occuptn/envir counsel/eductn,Situational/occupational/environmental counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,"Provision of Educational Material
Advice and Support on or Following:
• Employment/Unemployment
• Pre-Employment Suitability or Options
• Rehabilitation In A Client's Environment
• Retrenchment/Redundancy
Advice on Adjusting to Psychosocial Events Such As:
• Empty Nest Syndrome
• Mid Life Crisis
• Redundancy, Retirement
• Significant Life Event Nos
Advice on Issues Relating to Education:
• Kindergarten
• Preschool
• Secondary
• Tertiary
Counselling or Education on Carer Role
Education on Issues Such As:
• Housing/Accommodation
• Legal Matters
• Transport
Leisure/Play Counselling or Education
Vocational Counselling","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Grief/Bereavement Counselling (96085-00-00 [1868])",,
960800000,96080-00-00,Counsel/eductn prep parenting/planning,"Counselling or education on preparing for parenthood, parenting skills or family planning",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1867,Counselling or education relating to personal care and other activities of daily/independent living,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960810000,96081-00-00,Relationship counselling,Relationship counselling,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1868,Psychosocial counselling,,"Provision of Educational Material
Couples Counselling
Family Counselling
Marriage  Counselling","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
That Using A Behavioural, Cognitive Behavioural, Interpersonal or Insight oriented Approach In:
• Couples therapy (96178-00-00 [1873])
• Family/Carer-Focussed therapy (96102-00-00 [1873])
• Interpersonal Psychotherapy (96177-00-00 [1873])",,
960820000,96082-00-00,Crisis situation/event counselling,Crisis situation or event counselling,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1868,Psychosocial counselling,"Counselling Aimed at Reversing the State of Decompensation or Decreasing the Level of Arousal Until the Client Can Return to their Normal Level of Coping After A Crisis or Critical Incident. As Soon As This Is Achieved, Responsibility for the Problem Is Handed Back to the Client and Ongoing Counselling, Problem-Solving, or Other forms of Psychotherapy or Psychosocial therapy May then Be Undertaken.","Provision of Educational Material
Crisis Intervention Counselling
Critical Incident Stress Debriefing [Cisd]","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
ongoing Counselling Following Crisis Situation Counselling (See Alphabetic Index: Counselling/by Specified Type)",,
960840000,96084-00-00,Physical abuse/violence/assault counsel,Physical abuse or violence or assault counselling,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1868,Psychosocial counselling,,"Provision of Educational Material
Counselling Regarding:
• Domestic Violence
• Sexual Abuse","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960850000,96085-00-00,Grief/bereavement counselling,Grief or bereavement counselling,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1868,Psychosocial counselling,"Grief/Bereavement Counselling Involves Helping A Client to Deal With Grief, the Response of A Person to Loss.
Grief/Bereavement Refers to the Feelings of Sadness and Depression Following the Loss or Death of A Significant Other. Anticipatory Grief Refers to the Feelings of Loss and Sadness Prior to and In Expectation of Death. 
Bereavement, Physical and Mental Illness, Redundancy, Unemployment, Relationship Breakdowns, and Other Stressful Life Events May Involve Significant Loss and Grief.",Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Crisis Situation/Event Counselling Following Sudden Death or Suicide (96082-00-00 [1868])
That Using Behavioural, Cognitive Behavioural, Interpersonal or Insight oriented Approach (See Block [1873])",,
960860000,96086-00-00,Other psychosocial counselling,Other psychosocial counselling,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1868,Psychosocial counselling,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960870000,96087-00-00,Spiritual counsel guidance or eductn,"Spiritual counselling, guidance or education",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1869,Other counselling or education,"An Expression of Spiritual Care That Includes A Facilitative In-Depth Review of A Person'S Life Journey, Personal or Familial Counsel, Ethical Consultation, Mental Health Support, End of Life Care and Guidance In Matters of Beliefs, Traditions, Values and Practices",Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960880000,96088-00-00,Genetic counselling or education,Genetic counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1869,Other counselling or education,,Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
960890000,96089-00-00,Resource education,Resource education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1869,Other counselling or education,"Educational Intervention Aimed at Providing the Client With the Information to Access Available Resources, Assist or Facilitate the Client to Determine their Needs and Make Resource Decisions",Provision of Educational Material,"Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)
Counselling or Education on:
• Financial Management (96078-00-00 [1867])
• Home Management (96077-00-00 [1867])
• Self Care/Self Maintenance (96075-00-00 [1867])",,
960900000,96090-00-00,Other counselling or education,Other  counselling or education,19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1869,Other counselling or education,,"Provision of Educational Material
Counselling Nos
Education Nos","Noninvasive Diagnostic Imaging Interventions 
(See Chapter 20 Imaging Services)
Counselling or Education for Assisted Reproductive Services [Ivf] (13200-00-00, 13206-00-00 [1297])
Dental therapeutic Interventions (See Chapter 6 Dental Services)",,
475400001,47540-00-01,Application hip spica  uni,"Application of hip spica, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Adhesive Padding
Artificial [Prosthetic] Limb(S)
Assistive or Adaptive Devices, Aids or Equipment for:
• Play/Leisure
• Productivity
• Self Care/Self Maintenance
Auditory Aid [Cochlear Implant] [Hearing Aid]
Bandage
Brace
Calipers
Cast (Fibreglass) (Plaster) (Plastic)
Communication Systems (Emergency Response, Call Systems, Telephones)
Corset
Crutches
Dressings (Velpeau)
Elastic Stocking(S)
Electronic Gaiter
Electrotactile/Vibrotactile Aid
Footwear Manufactured for A Specific Purpose, Such As Gait Assistance, Postural Adaptation or to Facilitate the Use of An orthosis
Intermittent Pressure Device
Medication Delivery Systems
Neck Support [Cervical Collar]
orthosis Nos
Parallel Bars
Pressure Dressing [Gibney Bandage] [Robert Jones Bandage] [Shanz Dressing]
Pressure Trousers [Anti-Shock Trousers] [Mast Trousers] [Vasopneumatic Device]
Prosthesis Nos
Rails
Rib Belt
Seating
Spinal Support
Splint (Acrylic) (Cap) (Cast Metal) (Felt) (Silicone) (thermoplastic)
Strapping
Support Frame
thermoplastic Splint (Dynamic) (Static)
Visual Aid [Contact Lenses] [Glasses] [Prisms] [Spectacles]
Walking Stick
Wheelchair","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
475400002,47540-00-02,Application hip spica  bil,"Application of hip spica, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Adhesive Padding
Artificial [Prosthetic] Limb(S)
Assistive or Adaptive Devices, Aids or Equipment for:
• Play/Leisure
• Productivity
• Self Care/Self Maintenance
Auditory Aid [Cochlear Implant] [Hearing Aid]
Bandage
Brace
Calipers
Cast (Fibreglass) (Plaster) (Plastic)
Communication Systems (Emergency Response, Call Systems, Telephones)
Corset
Crutches
Dressings (Velpeau)
Elastic Stocking(S)
Electronic Gaiter
Electrotactile/Vibrotactile Aid
Footwear Manufactured for A Specific Purpose, Such As Gait Assistance, Postural Adaptation or to Facilitate the Use of An orthosis
Intermittent Pressure Device
Medication Delivery Systems
Neck Support [Cervical Collar]
orthosis Nos
Parallel Bars
Pressure Dressing [Gibney Bandage] [Robert Jones Bandage] [Shanz Dressing]
Pressure Trousers [Anti-Shock Trousers] [Mast Trousers] [Vasopneumatic Device]
Prosthesis Nos
Rails
Rib Belt
Seating
Spinal Support
Splint (Acrylic) (Cap) (Cast Metal) (Felt) (Silicone) (thermoplastic)
Strapping
Support Frame
thermoplastic Splint (Dynamic) (Static)
Visual Aid [Contact Lenses] [Glasses] [Prisms] [Spectacles]
Walking Stick
Wheelchair","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
475400101,47540-01-01,Application shoulder spica  uni,"Application of shoulder spica, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Adhesive Padding
Artificial [Prosthetic] Limb(S)
Assistive or Adaptive Devices, Aids or Equipment for:
• Play/Leisure
• Productivity
• Self Care/Self Maintenance
Auditory Aid [Cochlear Implant] [Hearing Aid]
Bandage
Brace
Calipers
Cast (Fibreglass) (Plaster) (Plastic)
Communication Systems (Emergency Response, Call Systems, Telephones)
Corset
Crutches
Dressings (Velpeau)
Elastic Stocking(S)
Electronic Gaiter
Electrotactile/Vibrotactile Aid
Footwear Manufactured for A Specific Purpose, Such As Gait Assistance, Postural Adaptation or to Facilitate the Use of An orthosis
Intermittent Pressure Device
Medication Delivery Systems
Neck Support [Cervical Collar]
orthosis Nos
Parallel Bars
Pressure Dressing [Gibney Bandage] [Robert Jones Bandage] [Shanz Dressing]
Pressure Trousers [Anti-Shock Trousers] [Mast Trousers] [Vasopneumatic Device]
Prosthesis Nos
Rails
Rib Belt
Seating
Spinal Support
Splint (Acrylic) (Cap) (Cast Metal) (Felt) (Silicone) (thermoplastic)
Strapping
Support Frame
thermoplastic Splint (Dynamic) (Static)
Visual Aid [Contact Lenses] [Glasses] [Prisms] [Spectacles]
Walking Stick
Wheelchair","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
475400102,47540-01-02,Application shoulder spica  bil,"Application of shoulder spica, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Adhesive Padding
Artificial [Prosthetic] Limb(S)
Assistive or Adaptive Devices, Aids or Equipment for:
• Play/Leisure
• Productivity
• Self Care/Self Maintenance
Auditory Aid [Cochlear Implant] [Hearing Aid]
Bandage
Brace
Calipers
Cast (Fibreglass) (Plaster) (Plastic)
Communication Systems (Emergency Response, Call Systems, Telephones)
Corset
Crutches
Dressings (Velpeau)
Elastic Stocking(S)
Electronic Gaiter
Electrotactile/Vibrotactile Aid
Footwear Manufactured for A Specific Purpose, Such As Gait Assistance, Postural Adaptation or to Facilitate the Use of An orthosis
Intermittent Pressure Device
Medication Delivery Systems
Neck Support [Cervical Collar]
orthosis Nos
Parallel Bars
Pressure Dressing [Gibney Bandage] [Robert Jones Bandage] [Shanz Dressing]
Pressure Trousers [Anti-Shock Trousers] [Mast Trousers] [Vasopneumatic Device]
Prosthesis Nos
Rails
Rib Belt
Seating
Spinal Support
Splint (Acrylic) (Cap) (Cast Metal) (Felt) (Silicone) (thermoplastic)
Strapping
Support Frame
thermoplastic Splint (Dynamic) (Static)
Visual Aid [Contact Lenses] [Glasses] [Prisms] [Spectacles]
Walking Stick
Wheelchair","Noninvasive Diagnostic Imaging Interventions (See Chapter 20 Imaging Services)
Application of:
• Immobilisation Devices for Fracture or Dislocation (See Alphabetic Index: Immobilisation/Fracture or Immobilisation/Dislocation)
• Traction Devices Classified Elsewhere 
(See Alphabetic Index: Traction)
Implantation of Prosthetic Device of Limb (See Alphabetic Index: Implant/Prosthesis)
Insertion of Prosthetic Device 
(See Alphabetic Index: Insertion/Prosthesis)
Interventions Involving Assistive or Adaptive Device, Aid or Equipment, Classified Elsewhere:
• Assessment of Need for Device (96024-00-00 [1822])
• Assistance with Application of Device (96165-00-00 [1914])
• Counselling or Education Regarding Device (96071-00-00 [1867])
• Measurement of Device (96024-00-00 [1822])
• Prescription for Device (96024-00-00 [1822])
• Review only of Device (96025-00-00 [1822])
• Skills Training In Use of Device (96142-00-00 [1878])",,
475790011,47579-00-11,Application/revision immobilisation/support device patella  uni,"Application or revision of immobilisation device or support, patella, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Femur, Distal
Fibula, Shaft and Proximal
Leg Nos
Patella
Tibia, Shaft and Proximal",Upper Leg,,
475790012,47579-00-12,Application/revision immobillisation/support device patella  bil,"Application or revision of immobilisation device or support, patella, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Femur, Distal
Fibula, Shaft and Proximal
Leg Nos
Patella
Tibia, Shaft and Proximal",Upper Leg,,
475940011,47594-00-11,Application/revision immobilisation/support device ankle  uni,"Application or revision of immobilisation device or support, ankle, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",Nonsurgical Treatment of Fracture or Dislocation of Ankle or Foot,"Fibula Involved In Ankle
Malleoli
Metatarsus
Tarsus
toe",,,
475940012,47594-00-12,Application/revision immobillisation/support device ankle  bil,"Application or revision of immobilisation device or support, ankle, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",Nonsurgical Treatment of Fracture or Dislocation of Ankle or Foot,"Fibula Involved In Ankle
Malleoli
Metatarsus
Tarsus
toe",,,
905420011,90542-00-11,Applic/rev/immobil/support device wrist  uni,"Application or revision of immobilisation device or support, wrist, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Chondroplasty of Wrist
Carpometacarpal Joint
Carpus Nos
Finger
Wrist Nos",,,
905420012,90542-00-12,Applic/rev/immobil/support device wrist  bil,"Application or revision of immobilisation device or support, wrist, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Chondroplasty of Wrist
Carpometacarpal Joint
Carpus Nos
Finger
Wrist Nos",,,
905950011,90595-00-11,Applic/rev/immobil/support device finger/toe only  uni,"Application or revision of immobilisation device or support, finger or toe only, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950012,90595-00-12,Applic/rev/immobil/support device finger/toe only  bil,"Application or revision of immobilisation device or support, finger or toe only, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950021,90595-00-21,Applic/rev/immobil/support device hand only  uni,"Application or revision of immobilisation device or support, hand only, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950022,90595-00-22,Applic/rev/immobil/support device hand only  bil,"Application or revision of immobilisation device or support, hand only, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950031,90595-00-31,Applic/rev/immobil/support device foot only  uni,"Application or revision of immobilisation device or support, foot only, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950032,90595-00-32,Applic/rev/immobil/support device foot only  bil,"Application or revision of immobilisation device or support, foot only, bilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
905950041,90595-00-41,Applic/rev/immobil/support device neck only  uni,"Application or revision of immobilisation device or support, neck only, unilateral",19,"Non-invasive, cognitive and other interventions, not elsewhere classified**   ",1870,"Interventions involving assistive or adaptive device, aid or equipment",,"Bone
Bursa
Fascia
Joint
Joint Capsule
Ligament
Muscle
Soft Tissue
Synovial Cavity
Tendon",,,
